Name,Address,Location,Cuisine,Longitude,Latitude,PhoneNumber,Url,Award,MinPrice_USD,MaxPrice_USD
Aqua,"Parkstraße 1, Wolfsburg, 38440, Germany",Wolfsburg,"Creative, Modern Cuisine",10.789999,52.4331722,4.95362E+11,https://guide.michelin.com/en/niedersachsen/wolfsburg/restaurant/aqua79029,3 MICHELIN Stars,252.00000000000003,252.00000000000003
The Table Kevin Fehling,"Shanghaiallee 15, Hamburg, 20457, Germany",Hamburg,Creative,10.0029797,53.5426229,4.94023E+11,https://guide.michelin.com/en/hamburg-region/hamburg/restaurant/the-table-kevin-fehling,3 MICHELIN Stars,257.6,257.6
Restaurant Überfahrt Christian Jürgens,"Überfahrtstraße 10, Rottach-Egern, 83700, Germany",Rottach-Egern,Creative,11.7582292,47.6966846,4980226690,https://guide.michelin.com/en/bayern/rottach-egern/restaurant/restaurant-uberfahrt-christian-jurgens,3 MICHELIN Stars,290.08000000000004,357.28000000000003
Victor's Fine Dining by christian bau,"Schlossstraße 27, Perl, 66706, Germany",Perl,Creative,6.3872109,49.5351732,49686679118,https://guide.michelin.com/en/saarland/perl/restaurant/victor-s-fine-dining-by-christian-bau,3 MICHELIN Stars,229.60000000000002,330.40000000000003
Rutz,"Chausseestraße 8, Berlin, 10115, Germany",Berlin,"Modern Cuisine, Creative",13.3860867,52.5283507,4.93025E+11,https://guide.michelin.com/en/berlin-region/berlin/restaurant/rutz,3 MICHELIN Stars,221.76000000000002,274.40000000000003
Restaurant Bareiss,"Hermine-Bareiss-Weg 1, Baiersbronn, 72270, Germany",Baiersbronn,Classic French,8.3269876,48.5205845,497442470,https://guide.michelin.com/en/baden-wurttemberg/baiersbronn/restaurant/restaurant-bareiss,3 MICHELIN Stars,168.00000000000003,375.20000000000005
temporaire - Schwarzwaldstube,"Tonbachstraße 237, Baiersbronn, 72270, Germany",Baiersbronn,"Classic French, Creative",8.3590633,48.5361528,4974424920,https://guide.michelin.com/en/baden-wurttemberg/baiersbronn/restaurant/temporaire-schwarzwaldstube,3 MICHELIN Stars,240.8,296.8
schanz. restaurant.,"Bahnhofstraße 8a, Piesport, 54498, Germany",Piesport,"Modern French, Creative",6.9266002,49.8776003,49650792520,https://guide.michelin.com/en/rheinland-pfalz/piesport/restaurant/schanz-restaurant,3 MICHELIN Stars,128.8,199.36
Waldhotel Sonnora,"Auf'm Eichelfeld 1, Dreis, 54518, Germany",Dreis,Classic French,6.8109342,49.9377323,49657898220,https://guide.michelin.com/en/rheinland-pfalz/dreis/restaurant/waldhotel-sonnora,3 MICHELIN Stars,252.00000000000003,278.88000000000005
L'Enclume,"Cavendish Street, Cartmel, LA11 6PZ, United Kingdom",Cartmel,Creative,-2.9538566,54.2017254,4.4154E+11,https://guide.michelin.com/en/cumbria/cartmel/restaurant/l-enclume,3 MICHELIN Stars,105.07000000000001,232.75
Fat Duck,"High Street, Bray, SL6 2AQ, United Kingdom",Bray,Creative,-0.7017529,51.5078582,4.41629E+11,https://guide.michelin.com/en/windsor-and-maidenhead/bray/restaurant/fat-duck,3 MICHELIN Stars,365.75,498.75
Waterside Inn,"Ferry Road, Bray, SL6 2AT, United Kingdom",Bray,Classic French,-0.6994376,51.5091092,4.41629E+11,https://guide.michelin.com/en/windsor-and-maidenhead/bray/restaurant/waterside-inn,3 MICHELIN Stars,226.10000000000002,250.04000000000002
Restaurant Gordon Ramsay,"68-69 Royal Hospital Road, London, SW3 4HP, United Kingdom",London,French,-0.1621766,51.4854381,4.42074E+11,https://guide.michelin.com/en/greater-london/london/restaurant/restaurant-gordon-ramsay,3 MICHELIN Stars,159.60000000000002,292.6
Hélène Darroze at The Connaught,"Carlos Place, London, W1K 2AL, United Kingdom",London,Modern Cuisine,-0.1492905,51.510188,4.42031E+11,https://guide.michelin.com/en/greater-london/london/restaurant/helene-darroze-at-the-connaught,3 MICHELIN Stars,113.05000000000001,246.05
CORE by Clare Smyth,"92 Kensington Park Road, London, W11 2PN, United Kingdom",London,Modern British,-0.2030649,51.5126689,4.42039E+11,https://guide.michelin.com/en/greater-london/london/restaurant/core-by-clare-smyth,3 MICHELIN Stars,166.25,259.35
Sketch (The Lecture Room & Library),"9 Conduit Street, London, W1S 2XG, United Kingdom",London,Modern French,-0.1415369,51.5126775,4.42077E+11,https://guide.michelin.com/en/greater-london/london/restaurant/sketch-the-lecture-room-library,3 MICHELIN Stars,166.25,332.5
Alain Ducasse at The Dorchester,"Park Lane, London, W1K 1QA, United Kingdom",London,French,-0.152575,51.5073381,4.42076E+11,https://guide.michelin.com/en/greater-london/london/restaurant/alain-ducasse-at-the-dorchester,3 MICHELIN Stars,126.35000000000001,259.35
Amador,"Grinzinger Straße 86, Vienna, 1190, Austria",Vienna,"Creative, Contemporary",16.3586003,48.2540114,4.36609E+11,https://guide.michelin.com/en/vienna/wien/restaurant/amador,3 MICHELIN Stars,296.8,296.8
Jade Dragon,"Estrada do Istmo, Macau",Macau,Cantonese,113.56715,22.149137,85388682822,https://guide.michelin.com/en/macau-region/macau/restaurant/jade-dragon,3 MICHELIN Stars,132.0,168.17868367760263
Robuchon au Dôme,"Avenida de Lisboa, Macau",Macau,French Contemporary,113.54395,22.189949,85388037878,https://guide.michelin.com/en/macau-region/macau/restaurant/robuchon-au-dome,3 MICHELIN Stars,148.2,168.17868367760263
The Eight,"Avenida de Lisboa, Macau",Macau,Cantonese,113.54341,22.190475,85388037788,https://guide.michelin.com/en/macau-region/macau/restaurant/the-eight,3 MICHELIN Stars,104.47337539432174,168.17868367760263
8 1/2 Otto e Mezzo - Bombana,"18 Chater Road, Hong Kong",Hong Kong,Italian,114.15867,22.2814635,85225378859,https://guide.michelin.com/en/hong-kong-region/hong-kong/restaurant/8%C2%BD-otto-e-mezzo-bombana,3 MICHELIN Stars,91.0,168.17868367760263
T'ang Court,"8 Peking Road, Hong Kong",Hong Kong,Cantonese,114.1698,22.296572,85221327898,https://guide.michelin.com/en/hong-kong-region/hong-kong/restaurant/t-ang-court,3 MICHELIN Stars,104.47337539432174,168.17868367760263
Sushi Shikon,"15 Queen's Road Central, Hong Kong",Hong Kong,Sushi,114.1577893,22.2806103,85226436800,https://guide.michelin.com/en/hong-kong-region/hong-kong/restaurant/sushi-shikon,3 MICHELIN Stars,104.47337539432174,168.17868367760263
Caprice,"8 Finance Street, Hong Kong",Hong Kong,French Contemporary,114.1566097,22.2866489,85231968860,https://guide.michelin.com/en/hong-kong-region/hong-kong/restaurant/caprice,3 MICHELIN Stars,96.85000000000001,168.17868367760263
Forum,"255-257 Gloucester Road, Hong Kong",Hong Kong,Cantonese,114.1821905,22.2813972,85228698282,https://guide.michelin.com/en/hong-kong-region/hong-kong/restaurant/forum,3 MICHELIN Stars,104.47337539432174,168.17868367760263
Lung King Heen,"8 Finance Street, Hong Kong",Hong Kong,Cantonese,114.1580538,22.2860122,85231968880,https://guide.michelin.com/en/hong-kong-region/hong-kong/restaurant/lung-king-heen,3 MICHELIN Stars,98.8,168.17868367760263
L'Atelier de Joël Robuchon,"15 Queen's Road Central, Hong Kong",Hong Kong,French Contemporary,114.15816,22.281199,85221669000,https://guide.michelin.com/en/hong-kong-region/hong-kong/restaurant/l-atelier-de-joel-robuchon,3 MICHELIN Stars,88.4,168.17868367760263
Azurmendi,"Legina Auzoa, Larrabetzu, 48195, Spain",Larrabetzu,Creative,-2.81454,43.26065,34944558359,https://guide.michelin.com/en/pais-vasco/larrabetzu/restaurant/azurmendi,3 MICHELIN Stars,280.0,280.0
Martín Berasategui,"Loidi 4, Lasarte - Oria, 20160, Spain",Lasarte - Oria,Creative,-2.0152402,43.2664755,34943366471,https://guide.michelin.com/en/pais-vasco/lasarte-oria/restaurant/martin-berasategui,3 MICHELIN Stars,246.40000000000003,324.8
Aponiente,"Francisco Cossi Ochoa, El Puerto de Santa María, 11500, Spain",El Puerto de Santa María,"Creative, Innovative",-6.2164435,36.6033273,34606225859,https://guide.michelin.com/en/andalucia/el-puerto-de-santa-maria/restaurant/aponiente,3 MICHELIN Stars,240.8,240.8
El Celler de Can Roca,"Can Sunyer 48, Girona, 17007, Spain",Girona,Creative,2.807927,41.9932026,34972222157,https://guide.michelin.com/en/catalunya/girona/restaurant/el-celler-de-can-roca,3 MICHELIN Stars,212.8,392.00000000000006
Quique Dacosta,"Rascassa 1, Dénia, 03700, Spain",Dénia,Creative,0.0852209,38.8537884,34965784179,https://guide.michelin.com/en/comunidad-valenciana/dnia/restaurant/quique-dacosta,3 MICHELIN Stars,235.20000000000002,235.20000000000002
Cenador de Amós,"Plaza del Sol, Villaverde de Pontones, 39793, Spain",Villaverde de Pontones,Modern Cuisine,-3.6988243,43.4124884,34942508243,https://guide.michelin.com/en/cantabria/villaverde-de-pontones/restaurant/cenador-de-amos,3 MICHELIN Stars,220.64000000000001,263.20000000000005
DiverXO,"Padre Damián 23, Madrid, 28036, Spain",Madrid,Creative,-3.6856715,40.4582913,34915700766,https://guide.michelin.com/en/comunidad-de-madrid/madrid/restaurant/diverxo,3 MICHELIN Stars,408.8,408.8
Arzak,"Avenida Alcalde José Elosegi 273, Donostia / San Sebastián, 20015, Spain",Donostia / San Sebastián,"Creative, Traditional Cuisine",-1.9490932,43.3214016,34943278465,https://guide.michelin.com/en/pais-vasco/es-donostia-san-sebastian/restaurant/arzak,3 MICHELIN Stars,257.6,291.20000000000005
Akelaŕe,"Paseo del Padre Orcolaga 56, Donostia / San Sebastián, 20008, Spain",Donostia / San Sebastián,"Creative, Traditional Cuisine",-2.0731493,43.3027805,34943311209,https://guide.michelin.com/en/pais-vasco/es-donostia-san-sebastian/restaurant/akelare,3 MICHELIN Stars,268.8,268.8
Lasarte,"Mallorca 259, Barcelona, 08008, Spain",Barcelona,Creative,2.1622018,41.3936278,34934453242,https://guide.michelin.com/en/catalunya/barcelona/restaurant/lasarte,3 MICHELIN Stars,196.00000000000003,280.0
ABaC,"Avenida del Tibidabo 1, Barcelona, 08022, Spain",Barcelona,Creative,2.1367664,41.4103822,34933196600,https://guide.michelin.com/en/catalunya/barcelona/restaurant/abac,3 MICHELIN Stars,280.0,280.0
L'OSIER,"7-5-5 Ginza, Chuo-ku, Tokyo, 104-0061, Japan",Tokyo,French,139.761233,35.6696524,-8808,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/l-osier,3 MICHELIN Stars,104.47337539432174,168.17868367760263
Sazenka,"4-7-5 Minamiazabu, Minato-ku, Tokyo, 106-0047, Japan",Tokyo,Chinese,139.728395,35.649578,-3857,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/sazenka,3 MICHELIN Stars,104.47337539432174,168.17868367760263
Kagurazaka Ishikawa,"5-37 Kagurazaka, Shinjuku-ku, Tokyo, 162-0825, Japan",Tokyo,Japanese,139.739477,35.701185,-213,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/kagurazaka-ishikawa,3 MICHELIN Stars,104.47337539432174,168.17868367760263
Kanda,"1-1-1 Atago, Minato-ku, Tokyo, 105-0002, Japan",Tokyo,Japanese,139.748172,35.665976,-5123,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/kanda,3 MICHELIN Stars,104.47337539432174,168.17868367760263
L'Effervescence,"2-26-4 Nishiazabu, Minato-ku, Tokyo, 106-0031, Japan",Tokyo,French,139.719454,35.660299,-14453,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/l-effervescence,3 MICHELIN Stars,104.47337539432174,168.17868367760263
Quintessence,"6-7-29 Kitashinagawa, Shinagawa-ku, Tokyo, 141-0001, Japan",Tokyo,French,139.7329477,35.6240721,-5554,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/quintessence-1193907,3 MICHELIN Stars,104.47337539432174,168.17868367760263
Azabu Kadowaki,"2-7-2 Azabujuban, Minato-ku, Tokyo, 106-0045, Japan",Tokyo,Japanese,139.733551,35.655993,-7512,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/azabu-kadowaki,3 MICHELIN Stars,104.47337539432174,168.17868367760263
Joël Robuchon,"1-13-1 Mita, Meguro-ku, Tokyo, 153-0062, Japan",Tokyo,French,139.7144835,35.6418703,-5958,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/joel-robuchon-1193981,3 MICHELIN Stars,104.47337539432174,168.17868367760263
RyuGin,"1-1-2 Yurakucho, Chiyoda-ku, Tokyo, 100-0006, Japan",Tokyo,Japanese,139.759193,35.673583,-5824,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/ryugin-1194232,3 MICHELIN Stars,104.47337539432174,168.17868367760263
Sushi Yoshitake,"7-8-13 Ginza, Chuo-ku, Tokyo, 104-0061, Japan",Tokyo,Sushi,139.761937,35.66894,-12771,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/sushi-yoshitake,3 MICHELIN Stars,104.47337539432174,168.17868367760263
Kohaku,"3-4 Kagurazaka, Shinjuku-ku, Tokyo, 162-0825, Japan",Tokyo,Japanese,139.741008,35.700701,-213,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/kohaku,3 MICHELIN Stars,104.47337539432174,168.17868367760263
Makimura,"3-11-5 Minamioi, Shinagawa-ku, Tokyo, 140-0013, Japan",Tokyo,Japanese,139.735467,35.590864,-9343,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/makimura,3 MICHELIN Stars,104.47337539432174,168.17868367760263
Gaon,"M Floor Horim Art Center, 317 Dosan-daero, Gangnam-gu, SEOUL, South Korea",SEOUL,Korean,127.03595,37.52265,-9568,https://guide.michelin.com/en/seoul-capital-area/kr-seoul/restaurant/gaon,3 MICHELIN Stars,104.47337539432174,168.17868367760263
La Yeon,"23F Shilla Hotel, 249 Dongho-ro, Jung-gu, SEOUL, South Korea",SEOUL,Korean,127.00517,37.555813,-4775,https://guide.michelin.com/en/seoul-capital-area/kr-seoul/restaurant/la-yeon,3 MICHELIN Stars,104.47337539432174,168.17868367760263
Dal Pescatore,"località Runate 15, Runate, 46013, Italy",Runate,"Modern Cuisine, Italian",10.3565788,45.1712728,3.90377E+11,https://guide.michelin.com/en/lombardia/runate/restaurant/dal-pescatore,3 MICHELIN Stars,168.00000000000003,336.00000000000006
Le Calandre,"via Liguria 1, località Sarmeola, Rubano, 35030, Italy",Rubano,Creative,11.8096633,45.4215425,39049630303,https://guide.michelin.com/en/veneto/rubano/restaurant/le-calandre,3 MICHELIN Stars,168.00000000000003,252.00000000000003
Reale,"contrada Santa Liberata, località Casadonna, Castel di Sangro, 67031, Italy",Castel di Sangro,"Creative, Contemporary",14.10107,41.77379,39086469382,https://guide.michelin.com/en/abruzzo/castel-di-sangro/restaurant/reale,3 MICHELIN Stars,190.4,246.40000000000003
Osteria Francescana,"via Stella 22, Modena, 41121, Italy",Modena,Creative,10.9215518,44.6448099,39059223912,https://guide.michelin.com/en/emilia-romagna/modena/restaurant/osteria-francescana,3 MICHELIN Stars,358.40000000000003,358.40000000000003
Da Vittorio,"via Cantalupa 17, Brusaporto, 24060, Italy",Brusaporto,"Modern Cuisine, Contemporary",9.7692511,45.6756778,39035681024,https://guide.michelin.com/en/lombardia/brusaporto/restaurant/da-vittorio,3 MICHELIN Stars,246.40000000000003,425.6
St. Hubertus,"strada Micura de Rue 20, San Cassiano, 39030, Italy",San Cassiano,"Creative, Alpine",11.9305901,46.5717631,3.90472E+11,https://guide.michelin.com/en/trentino-alto-adige/san-cassiano/restaurant/st-hubertus,3 MICHELIN Stars,313.6,347.20000000000005
Enrico Bartolini al Mudec,"via Tortona 56, Milan, 20123, Italy",Milan,"Creative, Innovative",9.161865,45.4516,3.90284E+11,https://guide.michelin.com/en/lombardia/milano/restaurant/enrico-bartolini-al-mudec,3 MICHELIN Stars,224.00000000000003,336.00000000000006
Enoteca Pinchiorri,"via Ghibellina 87, Florence, 50122, Italy",Florence,Modern Cuisine,11.2621974,43.770066,39055242777,https://guide.michelin.com/en/toscana/firenze/restaurant/enoteca-pinchiorri,3 MICHELIN Stars,168.00000000000003,386.40000000000003
Piazza Duomo,"vicolo dell'Arco 1, angolo piazza Risorgimento 4, Alba, 12051, Italy",Alba,"Creative, Modern Cuisine",8.0359341,44.7005555,3.90173E+11,https://guide.michelin.com/en/piemonte/alba/restaurant/piazza-duomo,3 MICHELIN Stars,302.40000000000003,336.00000000000006
Uliassi,"banchina di Levante 6, Senigallia, 60019, Italy",Senigallia,"Creative, Seafood",13.2206503,43.7194609,3907165463,https://guide.michelin.com/en/marche/senigallia/restaurant/uliassi,3 MICHELIN Stars,224.00000000000003,246.40000000000003
La Pergola,"via Cadlolo 101, Rome, 00136, Italy",Rome,"Modern Cuisine, Contemporary",12.4461151,41.9187946,3.90635E+11,https://guide.michelin.com/en/lazio/roma/restaurant/la-pergola69016,3 MICHELIN Stars,280.0,324.8
Kashiwaya,"2-5-18 Senriyamanishi, Suita, Osaka, 565-0851, Japan",Osaka,Japanese,135.501289,34.770287,-7804,https://guide.michelin.com/en/osaka-region/osaka/restaurant/kashiwaya-1193128,3 MICHELIN Stars,104.47337539432174,168.17868367760263
HAJIME,"1-9-11 Edobori, Nishi-ku, Osaka, 550-0002, Japan",Osaka,Innovative,135.496058,34.688588,-12319,https://guide.michelin.com/en/osaka-region/osaka/restaurant/hajime,3 MICHELIN Stars,104.47337539432174,168.17868367760263
Taian,"1-21-2 Shimanochi, Chuo-ku, Osaka, 542-0082, Japan",Osaka,Japanese,135.507222,34.673298,-6094,https://guide.michelin.com/en/osaka-region/osaka/restaurant/taian,3 MICHELIN Stars,104.47337539432174,168.17868367760263
Isshisoden Nakamura,"136 Matsushitacho, Nakagyo-ku, Kyoto, 604-8093, Japan",Kyoto,Japanese,135.765047,35.010347,2443,https://guide.michelin.com/en/kyoto-region/kyoto/restaurant/isshisoden-nakamura,3 MICHELIN Stars,104.47337539432174,168.17868367760263
Kikunoi Honten,"459 Shimokawaracho, Higashiyama-ku, Kyoto, 605-0825, Japan",Kyoto,Japanese,135.782028,35.00149,7599,https://guide.michelin.com/en/kyoto-region/kyoto/restaurant/kikunoi-honten,3 MICHELIN Stars,104.47337539432174,168.17868367760263
Gion Sasaki,"566-27 Komatsucho, Higashiyama-ku, Kyoto, 605-0811, Japan",Kyoto,Japanese,135.774997,34.998895,2624,https://guide.michelin.com/en/kyoto-region/kyoto/restaurant/gion-sasaki,3 MICHELIN Stars,104.47337539432174,168.17868367760263
Mizai,"613 Maruyamacho, Higashiyama-ku, Kyoto, 605-0071, Japan",Kyoto,Japanese,135.782364,35.002993,4314,https://guide.michelin.com/en/kyoto-region/kyoto/restaurant/mizai,3 MICHELIN Stars,104.47337539432174,168.17868367760263
Hyotei,"35 Nanzenji-kusagawacho, Sakyo-ku, Kyoto, 606-8437, Japan",Kyoto,Japanese,135.786603,35.011328,3288,https://guide.michelin.com/en/kyoto-region/kyoto/restaurant/hyotei,3 MICHELIN Stars,104.47337539432174,168.17868367760263
Maeda,"570-118 Giommachi-minamigawa, Higashiyama-ku, Kyoto, 605-0074, Japan",Kyoto,Japanese,135.7741646,35.0015885,2073,https://guide.michelin.com/en/kyoto-region/kyoto/restaurant/maeda,3 MICHELIN Stars,104.47337539432174,168.17868367760263
The French Laundry,"6640 Washington St., Yountville, 94599, United States",Yountville,"Contemporary, French",-122.36474,38.40443,-1617,https://guide.michelin.com/en/california/yountville/restaurant/the-french-laundry,3 MICHELIN Stars,350.0,450.0
SingleThread,"131 North St., Healdsburg, 95448, United States",Healdsburg,"Contemporary, Californian",-122.8697229,38.6122599,-3662,https://guide.michelin.com/en/california/healdsburg/restaurant/singlethread,3 MICHELIN Stars,375.0,375.0
Manresa,"320 Village Ln., Los Gatos, 95030, United States",Los Gatos,"Contemporary, Californian",-121.98071,37.22761,-3276,https://guide.michelin.com/en/california/los-gatos/restaurant/manresa,3 MICHELIN Stars,325.0,325.0
Atelier Crenn,"3127 Fillmore St., San Francisco, 94123, United States",San Francisco,"Contemporary, French",-122.43586,37.79835,515,https://guide.michelin.com/en/california/san-francisco/restaurant/atelier-crenn,3 MICHELIN Stars,298.0,298.0
Benu,"22 Hawthorne St., San Francisco, 94105, United States",San Francisco,"Asian, Contemporary",-122.3990601,37.7853763,-4130,https://guide.michelin.com/en/california/san-francisco/restaurant/benu,3 MICHELIN Stars,350.0,350.0
Quince,"470 Pacific Ave., San Francisco, 94133, United States",San Francisco,"Contemporary, Californian",-122.4032607,37.7975054,-7860,https://guide.michelin.com/en/california/san-francisco/restaurant/quince,3 MICHELIN Stars,360.0,360.0
Frantzén,"Klara Norra Kyrkogata 26, Stockholm, 111 22, Sweden",Stockholm,Modern Cuisine,18.0597905,59.3341785,468208580,https://guide.michelin.com/en/stockholm-region/stockholm/restaurant/frantzen,3 MICHELIN Stars,104.47337539432174,168.17868367760263
Maaemo,"Dronning Eufemias gate 23, Oslo, 0194, Norway",Oslo,"Modern Cuisine, Creative",10.7586363,59.9075293,4722179969,https://guide.michelin.com/en/oslo-region/oslo/restaurant/maaemo-1194933,3 MICHELIN Stars,104.47337539432174,168.17868367760263
Geranium,"Per Henrik Lings Allé, Parken National Stadium, Copenhagen, 2100 Ø, Denmark",Copenhagen,"Creative, Contemporary",12.5725289,55.7040847,4569960020,https://guide.michelin.com/en/capital-region/copenhagen/restaurant/geranium,3 MICHELIN Stars,104.47337539432174,168.17868367760263
noma,"Refshalevej 96, Copenhagen, 1432 K, Denmark",Copenhagen,Creative,12.6106175,55.6833118,4532963297,https://guide.michelin.com/en/capital-region/copenhagen/restaurant/noma,3 MICHELIN Stars,104.47337539432174,168.17868367760263
Odette,"1 St. Andrew's Road (entrance via Supreme Court wing's foyer), 178957, Singapore",Singapore,French Contemporary,103.8516,1.2896459,6563850498,https://guide.michelin.com/en/singapore-region/singapore/restaurant/odette,3 MICHELIN Stars,220.52,279.71999999999997
Les Amis,"1 Scotts Road, 228208, Singapore",Singapore,French,103.8314,1.3066648,6567332225,https://guide.michelin.com/en/singapore-region/singapore/restaurant/les-amis,3 MICHELIN Stars,166.5,377.4
Zén,"41 Bukit Pasoh Road, 089855, Singapore",Singapore,European Contemporary,103.84042,1.2796271,6592366368,https://guide.michelin.com/en/singapore-region/singapore/restaurant/zen,3 MICHELIN Stars,333.0,333.0
Eleven Madison Park,"11 Madison Ave., New York, 10010, United States",New York,"Contemporary, Innovative",-73.9872414,40.7415543,-582,https://guide.michelin.com/en/new-york-state/new-york/restaurant/eleven-madison-park,3 MICHELIN Stars,125.0,285.0
Per Se,"10 Columbus Circle, New York, 10019, United States",New York,"Contemporary, French",-73.9825882,40.7680545,-8946,https://guide.michelin.com/en/new-york-state/new-york/restaurant/per-se,3 MICHELIN Stars,355.0,355.0
Masa,"10 Columbus Circle, New York, 10019, United States",New York,"Japanese, Sushi",-73.98234,40.76819,-9411,https://guide.michelin.com/en/new-york-state/new-york/restaurant/masa,3 MICHELIN Stars,595.0,595.0
Le Bernardin,"155 W. 51st St., New York, 10019, United States",New York,Seafood,-73.98223,40.76177,-857,https://guide.michelin.com/en/new-york-state/new-york/restaurant/le-bernardin,3 MICHELIN Stars,93.0,228.0
Chef's Table at Brooklyn Fare,"431 W. 37th St., New York, 10018, United States",New York,Contemporary,-73.9964997,40.7560823,1425,https://guide.michelin.com/en/new-york-state/new-york/restaurant/chef-s-table-at-brooklyn-fare,3 MICHELIN Stars,395.0,395.0
Alinea,"1723 N. Halsted St., Chicago, 60614, United States",Chicago,"Contemporary, Creative",-87.648174,41.9132737,335,https://guide.michelin.com/en/illinois/chicago/restaurant/alinea,3 MICHELIN Stars,210.0,365.0
The Inn at Little Washington,"309 Middle St., Washington, 22747, United States",Washington,"American, French",-78.1595348,38.7134767,-2935,https://guide.michelin.com/en/district-of-columbia/washington-dc/restaurant/the-inn-at-little-washington,3 MICHELIN Stars,238.0,238.0
Inter Scaldes,"Zandweg 2, Kruiningen, 4416 NA, Netherlands",Kruiningen,Modern Cuisine,4.0241076,51.4571608,31113381753,https://guide.michelin.com/en/zeeland/kruiningen/restaurant/inter-scaldes,3 MICHELIN Stars,184.8,425.6
De Librije,"Spinhuisplein 1, Zwolle, 8011 ZZ, Netherlands",Zwolle,Modern Cuisine,6.0980183,52.5153644,31388530000,https://guide.michelin.com/en/overijssel/zwolle/restaurant/de-librije,3 MICHELIN Stars,259.84000000000003,259.84000000000003
Restaurant de l'Hôtel de Ville,"Rue d'Yverdon 1, Crissier, 1023, Switzerland",Crissier,Classic French,6.5766897,46.553994,41216340505,https://guide.michelin.com/en/vaud/crissier/restaurant/restaurant-de-l-hotel-de-ville,3 MICHELIN Stars,232.20000000000002,421.20000000000005
Cheval Blanc by Peter Knogl,"Blumenrain 8, Basel, 4001, Switzerland",Basel,Classic French,7.5875706,47.5604261,41612605007,https://guide.michelin.com/en/basel-stadt/basel/restaurant/cheval-blanc-by-peter-knogl,3 MICHELIN Stars,210.60000000000002,291.6
Schloss Schauenstein,"Schlossgass 77, Fürstenau, 7414, Switzerland",Fürstenau,"Creative, Country cooking",9.4461607,46.7212336,41816321080,https://guide.michelin.com/en/graubunden/frstenau/restaurant/schloss-schauenstein,3 MICHELIN Stars,233.28000000000003,356.40000000000003
Le Louis XV - Alain Ducasse à l'Hôtel de Paris,"Place du Casino, Monaco, 98000, France",Monaco,"Mediterranean Cuisine, Modern Cuisine",7.4271047,43.7391839,37798068864,https://guide.michelin.com/en/monaco-region/monaco/restaurant/le-louis-xv-alain-ducasse-a-l-hotel-de-paris,3 MICHELIN Stars,212.8,425.6
Assiette Champenoise,"40 avenue Paul-Vaillant-Couturier, à Tinqueux, Reims, 51430, France",Reims,Creative,4.0040608,49.2476571,33326846464,https://guide.michelin.com/en/grand-est/reims/restaurant/assiette-champenoise,3 MICHELIN Stars,162.4,375.20000000000005
Les Prés d'Eugénie - Michel Guérard,"Place de l'Impératrice, Eugénie-les-Bains, 40320, France",Eugénie-les-Bains,Classic Cuisine,-0.379286,43.6967029,33558050607,https://guide.michelin.com/en/nouvelle-aquitaine/eugnie-les-bains/restaurant/les-pres-d-eugenie-michel-guerard,3 MICHELIN Stars,296.8,330.40000000000003
Georges Blanc,"Place du Marché, Vonnas, 01540, France",Vonnas,Classic Cuisine,4.989383,46.219982,33474509090,https://guide.michelin.com/en/auvergne-rhone-alpes/vonnas/restaurant/georges-blanc,3 MICHELIN Stars,280.0,358.40000000000003
La Vague d'Or - Cheval Blanc St-Tropez,"Plage de la Bouillabaisse, Saint-Tropez, 83990, France",Saint-Tropez,"Creative, Modern Cuisine",6.6261535,43.2665849,33494559100,https://guide.michelin.com/en/provence-alpes-cote-dazur/saint-tropez/restaurant/la-vague-d-or-cheval-blanc-st-tropez,3 MICHELIN Stars,347.20000000000005,420.00000000000006
Mirazur,"30 avenue Aristide-Briand, Menton, 06500, France",Menton,Creative,7.5281451,43.7860241,33492418686,https://guide.michelin.com/en/provence-alpes-cote-dazur/menton/restaurant/mirazur,3 MICHELIN Stars,425.6,425.6
René et Maxime Meilleur,"Hameau de  Saint-Marcel, Saint-Martin-de-Belleville, 73440, France",Saint-Martin-de-Belleville,"Creative, Regional Cuisine",6.5133065,45.3690463,33479089677,https://guide.michelin.com/en/auvergne-rhone-alpes/saint-martin-de-belleville/restaurant/rene-et-maxime-meilleur,3 MICHELIN Stars,267.68,435.68000000000006
Alléno Paris au Pavillon Ledoyen,"8 avenue Dutuit, Paris, 75008, France",Paris,Creative,2.3164993,48.8660932,33153051000,https://guide.michelin.com/en/ile-de-france/paris/restaurant/alleno-paris-au-pavillon-ledoyen,3 MICHELIN Stars,313.6,442.40000000000003
